sigla_icao_empresa_aerea,numero_voo,codigo_di,codigo_tipo_linha,modelo_equipamento,numero_assentos,sigla_icao_origem,sigla_icao_destino,atraso_decolagem
GLO,1660,0,N,B38M,186,SBSP,SBGL,1
GLO,1678,0,N,B38M,186,SBGR,SBPL,1
GLO,1694,0,N,B738,186,SBGR,SBSV,0
GLO,1696,0,N,B738,186,SBGR,SBSV,1
GLO,1831,0,N,B38M,186,SBGR,SBEG,1
GLO,1838,0,N,B738,186,SBGR,SBMO,0
GLO,1847,0,N,B738,186,SBGR,SBJU,0
GLO,1878,0,N,B38M,186,SBGR,SBRF,0
GLO,1885,0,N,B38M,186,SBGR,SBPA,0
GLO,1906,0,N,B38M,186,SBGR,SBRF,0
GLO,1922,0,N,B738,186,SBGR,SBGL,0
GLO,1924,0,N,B738,186,SBGR,SBGL,0
GLO,1925,0,N,B738,186,SBGR,SBGL,0
GLO,1949,0,N,B738,186,SBGR,SBTE,1
GLO,1957,0,N,B38M,186,SBKP,SBGL,1
GLO,1960,0,N,B738,186,SBKP,SBSV,0
GLO,1962,0,N,B38M,186,SBGR,SBVC,0
GLO,1966,0,N,B738,186,SBGR,SBVT,0
GLO,1971,0,N,B38M,186,SBKP,SBGL,0
GLO,2044,0,N,B38M,186,SBGR,SBGL,0
GLO,2062,0,N,B737,138,SBGR,SBCF,1
GLO,2086,0,N,B737,138,SBSP,SBGL,0
GLO,2118,0,N,B737,138,SBSP,SBMK,0
GLO,2120,0,N,B738,186,SBSP,SBLO,0
GLO,2122,0,N,B737,138,SBGR,SBPK,0
GLO,2137,0,N,B38M,186,SBSP,SBAR,1
GLO,2144,0,N,B738,186,SBSP,SBJV,0
GLO,2150,0,N,B737,138,SBSP,SBSV,1
GLO,2154,0,N,B38M,186,SBSP,SBZM,0
GLO,9024,0,N,B738,186,SBGR,SBRF,0
GLO,9026,0,N,B738,186,SBGR,SBJE,0
GLO,9032,0,N,B738,186,SBGR,SBFZ,0
GLO,9050,0,N,B738,186,SBGR,SBVC,0
GLO,9238,0,N,B738,186,SBGR,SBPJ,0
GLO,9271,0,N,B738,186,SBGR,SBJP,1
GLO,9603,0,C,B738,0,SBGR,SBTE,0
GLO,9610,0,C,B738,0,SBGR,SBBE,0
GLO,9612,0,C,B738,0,SBGR,SBVT,0
GLO,9618,0,C,B738,0,SBGR,SBSV,0
GLO,9624,0,C,B738,0,SBGR,SBJP,0
GLO,9630,0,C,B738,0,SBGR,SBMO,0
GLO,9632,0,C,B738,0,SBGR,SBRF,0
GLO,9634,0,C,B738,0,SBGR,SBGO,0
GLO,Z1276,0,N,B38M,186,SBSP,SBFL,0
GLO,1002,0,N,B738,186,SBSP,SBRJ,0
GLO,1004,0,N,B738,186,SBSP,SBRJ,0
GLO,1006,0,N,B738,186,SBSP,SBRJ,0
GLO,1008,0,N,B738,186,SBSP,SBRJ,1
GLO,1010,0,N,B737,138,SBSP,SBRJ,0
GLO,1012,0,N,B738,186,SBSP,SBRJ,0
GLO,1014,0,N,B738,186,SBSP,SBRJ,1
GLO,1016,0,N,B738,186,SBSP,SBRJ,1
GLO,1018,0,N,B738,186,SBSP,SBRJ,0
GLO,1020,0,N,B738,186,SBSP,SBRJ,0
GLO,1024,0,N,B738,186,SBSP,SBRJ,0
GLO,1026,0,N,B738,186,SBSP,SBRJ,1
GLO,1028,0,N,B738,186,SBSP,SBRJ,0
GLO,1032,0,N,B738,186,SBSP,SBRJ,0
GLO,1036,0,N,B738,186,SBSP,SBRJ,0
GLO,1042,0,N,B738,186,SBSP,SBRJ,0
GLO,1100,0,N,B737,138,SBSP,SBCT,0
GLO,1102,0,N,B737,138,SBSP,SBCT,0
GLO,1104,0,N,B738,186,SBSP,SBCT,0
GLO,1106,0,N,B38M,186,SBSP,SBCT,0
GLO,1112,0,N,B738,186,SBGR,SBMG,0
GLO,1114,0,N,B737,138,SBSP,SBCT,0
GLO,1118,0,N,B738,186,SBGR,SBCT,0
GLO,1128,0,N,B38M,186,SBGR,SBCT,0
GLO,1146,0,N,B38M,186,SBGR,SBJE,0
GLO,1148,0,N,B738,186,SBGR,SBCT,0
GLO,1170,0,N,B738,186,SBGR,SBFI,0
GLO,1172,0,N,B738,186,SBGR,SBFI,0
GLO,1173,0,N,B738,186,SBKP,SBBR,0
GLO,1174,0,N,B738,186,SBGR,SBFI,0
GLO,1184,0,N,B737,138,SBSP,SBCF,0
GLO,1200,0,N,B738,186,SBSP,SBFL,0
GLO,1202,0,N,B738,186,SBSP,SBFL,1
GLO,1204,0,N,B38M,186,SBSP,SBFL,0
GLO,1208,0,N,B738,186,SBSP,SBFL,0
GLO,1210,0,N,B738,186,SBSP,SBPA,0
GLO,1212,0,N,B38M,186,SBSP,SBPA,1
GLO,1214,0,N,B737,138,SBSP,SBPA,1
GLO,1216,0,N,B737,138,SBSP,SBPA,0
GLO,1222,0,N,B738,186,SBSP,SBPA,0
GLO,1228,0,N,B38M,186,SBSP,SBPA,1
GLO,1236,0,N,B738,186,SBGR,SBPA,1
GLO,1238,0,N,B738,186,SBSP,SBFL,0
GLO,1250,0,N,B38M,186,SBGR,SBFL,0
GLO,1252,0,N,B38M,186,SBGR,SBFL,0
GLO,1262,0,N,B738,186,SBGR,SBPA,0
GLO,1266,0,N,B38M,186,SBGR,SBNF,1
GLO,1268,0,N,B38M,186,SBGR,SBNF,0
GLO,1270,0,N,B738,186,SBGR,SBSG,1
GLO,1276,0,N,B738,186,SBSP,SBFL,0
GLO,1278,0,N,B738,186,SBSP,SBNF,0
GLO,1280,0,N,B738,186,SBSP,SBNF,0
GLO,1288,0,N,B738,186,SBGR,SBFL,0
GLO,1300,0,N,B38M,186,SBSP,SBCF,0
GLO,1304,0,N,B738,186,SBSP,SBCF,0
GLO,1320,0,N,B738,186,SBGR,SBCF,0
GLO,1324,0,N,B738,186,SBGR,SBCF,0
GLO,1332,0,N,B737,138,SBSP,SBVT,0
GLO,1334,0,N,B737,138,SBSP,SBCF,0
GLO,1344,0,N,B737,138,SBSP,SBCX,0
GLO,1346,0,N,B737,138,SBSP,SBCF,0
GLO,1362,0,N,B737,138,SBSP,SBCF,0
GLO,1382,0,N,B38M,186,SBGR,SBVT,0
GLO,1389,0,N,B38M,186,SBSP,SBFZ,0
GLO,1402,0,N,B738,186,SBSP,SBBR,0
GLO,1412,0,N,B38M,186,SBGR,SBBR,1
GLO,1418,0,N,B38M,186,SBGR,SBBR,1
GLO,1420,0,N,B738,186,SBGR,SBCY,0
GLO,1422,0,N,B738,186,SBGR,SBCG,0
GLO,1424,0,N,B738,186,SBGR,SBCY,1
GLO,1426,0,N,B738,186,SBSP,SBGO,1
GLO,1428,0,N,B738,186,SBSP,SBFZ,1
GLO,1430,0,N,B738,186,SBSP,SBBR,0
GLO,1432,0,N,B738,186,SBSP,SBGO,0
GLO,1434,0,N,B38M,186,SBSP,SBPS,0
GLO,1436,0,N,B738,186,SBSP,SBPS,1
GLO,1438,0,N,B738,186,SBGR,SBGO,0
GLO,1442,0,N,B38M,186,SBSP,SBBR,1
GLO,1444,0,N,B738,186,SBSP,SBBR,1
GLO,1448,0,N,B738,186,SBGR,SBCY,0
GLO,1450,0,N,B38M,186,SBGR,SBGO,0
GLO,1460,0,N,B38M,186,SBSP,SBBR,0
GLO,1464,0,N,B737,138,SBSP,SBBR,0
GLO,1466,0,N,B737,138,SBSP,SBGO,0
GLO,1468,0,N,B738,186,SBGR,SBGO,0
GLO,1476,0,N,B38M,186,SBSP,SBCG,0
GLO,1482,0,N,B738,186,SBGR,SBSI,0
GLO,1484,0,N,B38M,186,SBGR,SBBR,0
GLO,1492,0,N,B738,186,SBGR,SBBR,0
GLO,1496,0,N,B738,186,SBGR,SBCG,0
GLO,1504,0,N,B738,186,SBGR,SBAR,0
GLO,1506,0,N,B738,186,SBGR,SBFZ,0
GLO,1508,0,N,B38M,186,SBGR,SBSL,1
GLO,1512,0,N,B738,186,SBSP,SBSV,0
GLO,1516,0,N,B738,186,SBSP,SBRF,1
GLO,1521,0,N,B738,186,SBSP,SBSV,1
GLO,1526,0,N,B738,186,SBSP,SBRF,1
GLO,1532,0,N,B738,186,SBGR,SBIL,1
GLO,1538,0,N,B737,138,SBGR,SBAR,0
GLO,1542,0,N,B738,186,SBGR,SBBE,1
GLO,1546,0,N,B738,186,SBSP,SBMG,0
GLO,1548,0,N,B738,186,SBGR,SBMO,0
GLO,1554,0,N,B738,186,SBGR,SBSG,0
GLO,1556,0,N,B738,186,SBSP,SBGO,0
GLO,1558,0,N,B738,186,SBSP,SBRF,0
GLO,1564,0,N,B38M,186,SBSP,SBSV,1
GLO,1566,0,N,B738,186,SBSP,SBSV,0
GLO,1568,0,N,B38M,186,SBSP,SBSV,0
GLO,1572,0,N,B738,186,SBSP,SBSV,0
GLO,1586,0,N,B38M,186,SBGR,SBFZ,0
GLO,1594,0,N,B738,186,SBSP,SBSV,0
GLO,1614,0,N,B38M,186,SBSP,SBRF,0
GLO,1616,0,N,B38M,186,SBGR,SBSG,0
GLO,1628,0,N,B738,186,SBSP,SBJP,0
GLO,1630,0,N,B38M,186,SBGR,SBEG,0
GLO,1632,0,N,B738,186,SBGR,SBJP,0
GLO,1634,0,N,B738,186,SBGR,SBJP,0
GLO,1644,0,N,B738,186,SBGR,SBMO,0
GLO,1654,0,N,B738,186,SBSP,SBMO,1
GLO,1656,0,N,B738,186,SBSP,SBGL,1
GLO,1658,0,N,B738,186,SBGR,SBPS,0
GLO,1660,0,N,B38M,186,SBSP,SBGL,0
GLO,1668,0,N,B738,186,SBSP,SBMO,0
GLO,1678,0,N,B738,186,SBGR,SBPL,1
GLO,1694,0,N,B38M,186,SBGR,SBSV,0
GLO,1696,0,N,B738,186,SBGR,SBSV,0
GLO,1831,0,N,B38M,186,SBGR,SBEG,0
GLO,1838,0,N,B738,186,SBGR,SBMO,1
GLO,1847,0,N,B738,186,SBGR,SBJU,0
GLO,1878,0,N,B738,186,SBGR,SBRF,0
GLO,1885,0,N,B38M,186,SBGR,SBPA,1
GLO,1906,0,N,B738,186,SBGR,SBRF,1
GLO,1922,0,N,B38M,186,SBGR,SBGL,0
GLO,1924,0,N,B38M,186,SBGR,SBGL,0
GLO,1925,0,N,B738,186,SBGR,SBGL,0
GLO,1949,0,N,B38M,186,SBGR,SBTE,0
GLO,1951,0,N,B738,186,SBKP,SBGL,0
GLO,1971,0,N,B38M,186,SBKP,SBGL,1
GLO,2044,0,N,B738,186,SBGR,SBGL,0
GLO,2062,0,N,B738,186,SBGR,SBCF,0
GLO,2112,0,N,B737,138,SBSP,SBDB,0
GLO,2114,0,N,B737,138,SBGR,SBNM,0
GLO,2117,0,N,B738,186,SBSJ,SBGL,0
GLO,2130,0,N,B738,186,SBGR,SBPF,0
GLO,2137,0,N,B738,186,SBSP,SBAR,0
GLO,2138,0,N,B38M,186,SBSP,SBAR,1
GLO,2144,0,N,B738,186,SBSP,SBJV,0
GLO,9000,0,N,B38M,186,SBSP,SBGL,0
GLO,9028,0,N,B738,186,SBGR,SBJU,0
GLO,9030,0,N,B738,186,SBGR,SBAR,0
GLO,9050,0,N,B38M,186,SBGR,SBVC,0
GLO,9072,0,N,B738,186,SBSP,SBMO,0
GLO,9108,0,N,B738,186,SBGR,SBRF,0
GLO,9162,0,N,B38M,186,SBGR,SBFZ,0
GLO,9178,0,N,B738,186,SBGR,SBNF,0
GLO,9180,0,N,B38M,186,SBGR,SBJU,0
GLO,9217,0,N,B38M,186,SBGR,SBFL,0
GLO,9236,0,N,B38M,186,SBGR,SBPJ,0
GLO,9612,0,C,B738,0,SBGR,SBVT,0
GLO,9618,0,C,B738,0,SBGR,SBSV,0
GLO,9620,0,C,B738,0,SBGR,SBEG,0
GLO,9632,0,C,B738,0,SBGR,SBRF,1
GLO,9634,0,C,B738,0,SBGR,SBGO,0
GLO,9638,0,C,B738,0,SBGR,SBEG,0
GLO,9652,6,N,B738,0,SBGR,SBCF,0
GLO,9729,9,N,B38M,186,SBRP,SBPS,0
GLO,Z9032,0,N,B738,186,SBGR,SBFZ,0
GLO,1006,0,N,B738,186,SBSP,SBRJ,0
GLO,1010,0,N,B738,186,SBSP,SBRJ,0
GLO,1012,0,N,B738,186,SBSP,SBRJ,0
GLO,1014,0,N,B738,186,SBSP,SBRJ,0
GLO,1018,0,N,B738,186,SBSP,SBRJ,0
GLO,1022,0,N,B737,138,SBSP,SBRJ,0
GLO,1024,0,N,B738,186,SBSP,SBRJ,0
GLO,1026,0,N,B738,186,SBSP,SBRJ,0
GLO,1028,0,N,B738,186,SBSP,SBRJ,0
GLO,1030,0,N,B738,186,SBSP,SBRJ,0
GLO,1032,0,N,B738,186,SBSP,SBRJ,0
GLO,1034,0,N,B737,138,SBSP,SBRJ,0
GLO,1036,0,N,B738,186,SBSP,SBRJ,0
GLO,1038,0,N,B738,186,SBSP,SBRJ,0
GLO,1040,0,N,B738,186,SBSP,SBRJ,0
GLO,1042,0,N,B738,186,SBSP,SBRJ,0
GLO,1044,0,N,B738,186,SBSP,SBRJ,0
GLO,1046,0,N,B737,138,SBSP,SBRJ,0
GLO,1048,0,N,B738,186,SBSP,SBRJ,0
GLO,1070,0,N,B738,186,SBGR,SBGL,0
GLO,1102,0,N,B737,138,SBSP,SBCT,0
GLO,1106,0,N,B38M,186,SBSP,SBCT,1
GLO,1112,0,N,B38M,186,SBGR,SBMG,0
GLO,1114,0,N,B738,186,SBSP,SBCT,0
GLO,1116,0,N,B737,138,SBSP,SBCT,0
GLO,1118,0,N,B38M,186,SBGR,SBCT,0
GLO,1120,0,N,B38M,186,SBSP,SBCT,0
GLO,1126,0,N,B737,138,SBSP,SBCT,0
GLO,1128,0,N,B738,186,SBGR,SBCT,0
GLO,1134,0,N,B738,186,SBSP,SBDN,0
GLO,1143,0,N,B738,186,SBDN,SBSP,0
GLO,1170,0,N,B38M,186,SBGR,SBFI,0
GLO,1172,0,N,B738,186,SBGR,SBFI,0
GLO,1174,0,N,B738,186,SBGR,SBFI,1
GLO,1202,0,N,B738,186,SBSP,SBFL,0
GLO,1204,0,N,B738,186,SBSP,SBFL,0
GLO,1206,0,N,B738,186,SBSP,SBBR,0
GLO,1208,0,N,B738,186,SBSP,SBFL,1
GLO,1212,0,N,B738,186,SBSP,SBPA,0
GLO,1214,0,N,B737,138,SBSP,SBPA,0
GLO,1216,0,N,B738,186,SBSP,SBPA,0
GLO,1220,0,N,B38M,186,SBGR,SBNF,0
GLO,1222,0,N,B737,138,SBSP,SBPA,0
GLO,1228,0,N,B38M,186,SBSP,SBPA,0
GLO,1230,0,N,B738,186,SBSP,SBCH,0
GLO,1236,0,N,B38M,186,SBGR,SBPA,1
GLO,1238,0,N,B38M,186,SBSP,SBFL,0
GLO,1240,0,N,B738,186,SBSP,SBFL,0
GLO,1242,0,N,B738,186,SBSP,SBPA,0
GLO,1244,0,N,B738,186,SBSP,SBFL,0
GLO,1248,0,N,B738,186,SBSP,SBPA,1
GLO,1250,0,N,B38M,186,SBGR,SBFL,0
GLO,1252,0,N,B38M,186,SBGR,SBFL,0
GLO,1262,0,N,B738,186,SBGR,SBPA,0
GLO,1266,0,N,B38M,186,SBGR,SBNF,0
GLO,1268,0,N,B738,186,SBGR,SBNF,0
GLO,1272,0,N,B738,186,SBGR,SBMO,0
GLO,1274,0,N,B738,186,SBSP,SBNF,1
GLO,1276,0,N,B38M,186,SBSP,SBFL,0
GLO,1280,0,N,B738,186,SBSP,SBNF,0
GLO,1282,0,N,B738,186,SBSP,SBNF,0
GLO,1284,0,N,B738,186,SBSP,SBNF,0
GLO,1288,0,N,B738,186,SBGR,SBFL,0
GLO,1290,0,N,B737,138,SBSP,SBPA,0
GLO,1294,0,N,B738,186,SBSP,SBNF,0
GLO,1300,0,N,B737,138,SBSP,SBCF,0
GLO,1304,0,N,B38M,186,SBSP,SBCF,0
GLO,1312,0,N,B737,138,SBSP,SBCF,0
GLO,1314,0,N,B738,186,SBGR,SBCA,0
GLO,1320,0,N,B38M,186,SBGR,SBCF,0
GLO,1324,0,N,B737,138,SBGR,SBCF,0
GLO,1332,0,N,B738,186,SBSP,SBVT,0
GLO,1340,0,N,B738,186,SBSP,SBUL,0
GLO,1344,0,N,B738,186,SBSP,SBCX,0
GLO,1348,0,N,B738,186,SBGR,SBCG,0
GLO,1360,0,N,B737,138,SBSP,SBSR,0
GLO,1361,0,N,B737,138,SBSR,SBSP,0
GLO,1362,0,N,B737,138,SBSP,SBCF,0
GLO,1366,0,N,B737,138,SBSP,SBRP,0
GLO,1367,0,N,B737,138,SBRP,SBSP,0
GLO,1370,0,N,B38M,186,SBSP,SBCF,0
GLO,1382,0,N,B738,186,SBGR,SBVT,0
GLO,1389,0,N,B38M,186,SBSP,SBFZ,0
GLO,1396,0,N,B737,138,SBSP,SBAU,0
GLO,1397,0,N,B737,138,SBAU,SBSP,0
GLO,1402,0,N,B38M,186,SBSP,SBBR,0
GLO,1408,0,N,B737,138,SBSP,SBCF,0
GLO,1410,0,N,B738,186,SBSP,SBGO,0
GLO,1412,0,N,B38M,186,SBGR,SBBR,1
GLO,1414,0,N,B738,186,SBSP,SBFZ,0
GLO,1418,0,N,B38M,186,SBGR,SBBR,1
GLO,1422,0,N,B38M,186,SBGR,SBCG,0
GLO,1424,0,N,B38M,186,SBGR,SBCY,0
GLO,1436,0,N,B738,186,SBSP,SBPS,0
GLO,1438,0,N,B738,186,SBGR,SBGO,0
GLO,1440,0,N,B38M,186,SBSP,SBBR,0
GLO,1442,0,N,B738,186,SBSP,SBBR,0
GLO,1448,0,N,B738,186,SBGR,SBCY,0
GLO,1450,0,N,B38M,186,SBGR,SBGO,0
GLO,1452,0,N,B737,138,SBSP,SBBR,0
GLO,1454,0,N,B38M,186,SBSP,SBBR,0
GLO,1456,0,N,B738,186,SBSP,SBBR,1
GLO,1460,0,N,B738,186,SBSP,SBBR,0
GLO,1464,0,N,B737,138,SBSP,SBBR,0
GLO,1466,0,N,B738,186,SBSP,SBGO,1
GLO,1468,0,N,B38M,186,SBGR,SBGO,0
GLO,1472,0,N,B738,186,SBSP,SBBR,1
GLO,1476,0,N,B738,186,SBSP,SBCG,1
GLO,1482,0,N,B738,186,SBGR,SBSI,0
GLO,1484,0,N,B738,186,SBGR,SBBR,0
GLO,1490,0,N,B738,186,SBSP,SBVT,0
GLO,1492,0,N,B38M,186,SBGR,SBBR,0
GLO,1494,0,N,B737,138,SBSP,SBCN,0
GLO,1496,0,N,B38M,186,SBGR,SBCG,0
GLO,1504,0,N,B38M,186,SBGR,SBAR,0
GLO,1506,0,N,B738,186,SBGR,SBFZ,0
GLO,1512,0,N,B38M,186,SBSP,SBSV,0
GLO,1516,0,N,B738,186,SBSP,SBRF,0
GLO,1521,0,N,B738,186,SBSP,SBSV,0
GLO,1522,0,N,B38M,186,SBGR,SBFZ,1
GLO,1526,0,N,B738,186,SBSP,SBRF,0
GLO,1532,0,N,B738,186,SBGR,SBIL,0
GLO,1538,0,N,B738,186,SBGR,SBAR,0
GLO,1542,0,N,B738,186,SBGR,SBBE,0
GLO,1546,0,N,B738,186,SBSP,SBMG,0
GLO,1548,0,N,B38M,186,SBGR,SBMO,0
GLO,1552,0,N,B38M,186,SBSP,SBVT,1
GLO,1554,0,N,B738,186,SBGR,SBSG,0
GLO,1556,0,N,B738,186,SBSP,SBGO,0
GLO,1558,0,N,B738,186,SBSP,SBRF,0
GLO,1564,0,N,B738,186,SBSP,SBSV,1
GLO,1568,0,N,B38M,186,SBSP,SBSV,0
GLO,1572,0,N,B38M,186,SBSP,SBSV,1
GLO,1574,0,N,B738,186,SBSP,SBSV,0
GLO,1586,0,N,B738,186,SBGR,SBFZ,0
GLO,1588,0,N,B38M,186,SBGR,SBSG,1
GLO,1612,0,N,B38M,186,SBSP,SBRF,1
GLO,1616,0,N,B738,186,SBGR,SBSG,0
GLO,1630,0,N,B38M,186,SBGR,SBEG,0
GLO,1632,0,N,B738,186,SBGR,SBJP,0
GLO,1634,0,N,B38M,186,SBGR,SBJP,0
GLO,1636,0,N,B738,186,SBGR,SBSV,1
GLO,1644,0,N,B738,186,SBGR,SBMO,0
GLO,1656,0,N,B38M,186,SBSP,SBGL,0
GLO,1658,0,N,B38M,186,SBGR,SBPS,0
GLO,1660,0,N,B738,186,SBSP,SBGL,0
GLO,1678,0,N,B738,186,SBGR,SBPL,0
GLO,1694,0,N,B738,186,SBGR,SBSV,0
GLO,1696,0,N,B738,186,SBGR,SBSV,0
GLO,1831,0,N,B38M,186,SBGR,SBEG,0
GLO,1838,0,N,B38M,186,SBGR,SBMO,1
GLO,1847,0,N,B738,186,SBGR,SBJU,1
GLO,1878,0,N,B738,186,SBGR,SBRF,0
GLO,1885,4,N,B738,186,SBGR,SBCO,0
GLO,1906,0,N,B38M,186,SBGR,SBRF,0
GLO,1922,0,N,B738,186,SBGR,SBGL,0
GLO,1924,0,N,B38M,186,SBGR,SBGL,0
GLO,1925,0,N,B738,186,SBGR,SBGL,0
GLO,1949,0,N,B738,186,SBGR,SBTE,0
GLO,1957,0,N,B38M,186,SBKP,SBGL,0
GLO,1960,0,N,B738,186,SBKP,SBSV,0
GLO,1962,0,N,B738,186,SBGR,SBVC,1
GLO,1966,0,N,B38M,186,SBGR,SBVT,0
GLO,1971,0,N,B38M,186,SBKP,SBGL,0
GLO,2044,0,N,B738,186,SBGR,SBGL,0
GLO,2062,0,N,B38M,186,SBGR,SBCF,0
GLO,2086,0,N,B738,186,SBSP,SBGL,1
GLO,2120,4,N,B38M,186,SBSP,SBMG,0
GLO,2137,0,N,B738,186,SBSP,SBAR,0
GLO,2144,0,N,B738,186,SBSP,SBJV,0
GLO,2146,0,N,B737,138,SBSP,SBUR,0
GLO,2150,0,N,B737,138,SBSP,SBSV,0
GLO,2154,0,N,B38M,186,SBSP,SBZM,0
GLO,9024,0,N,B738,186,SBGR,SBRF,0
GLO,9026,0,N,B738,186,SBGR,SBJE,0
GLO,9032,0,N,B38M,186,SBGR,SBFZ,0
GLO,9186,0,N,B737,138,SBGR,SBSV,0
GLO,9190,0,N,B38M,186,SBGR,SBNF,0
GLO,9204,0,N,B738,186,SBGR,SBJU,0
GLO,9240,0,N,B738,186,SBSP,SBGO,0
GLO,9603,0,C,B738,0,SBGR,SBTE,0
GLO,9610,0,C,B738,0,SBGR,SBBE,0
GLO,9624,0,C,B738,0,SBGR,SBJP,1
GLO,9630,0,C,B738,0,SBGR,SBMO,0
GLO,Z9271,0,N,B738,186,SBGR,SBJP,0
GLO,1002,0,N,B738,186,SBSP,SBAR,0
GLO,1004,0,N,B738,186,SBSP,SBRJ,0
GLO,1006,0,N,B738,186,SBSP,SBRJ,0
GLO,1008,0,N,B738,186,SBSP,SBRJ,1
GLO,1010,0,N,B737,138,SBSP,SBRJ,0
GLO,1012,0,N,B738,186,SBSP,SBRJ,0
GLO,1014,0,N,B738,186,SBSP,SBRJ,0
GLO,1016,0,N,B738,186,SBSP,SBRJ,0
GLO,1018,0,N,B738,186,SBSP,SBRJ,1
GLO,1021,4,N,B737,138,SBKP,SBSP,0
GLO,1022,0,N,B737,138,SBSP,SBRJ,1
GLO,1024,0,N,B738,186,SBSP,SBRJ,1
GLO,1026,0,N,B738,186,SBSP,SBRJ,1
GLO,1028,0,N,B738,186,SBSP,SBRJ,1
GLO,1030,0,N,B738,186,SBSP,SBRJ,1
GLO,1034,0,N,B737,138,SBSP,SBRJ,1
GLO,1036,0,N,B738,186,SBSP,SBRJ,1
GLO,1040,0,N,B738,186,SBSP,SBRJ,1
GLO,1042,0,N,B738,186,SBSP,SBRJ,1
GLO,1044,0,N,B738,186,SBSP,SBRJ,1
GLO,1046,0,N,B737,138,SBSP,SBRJ,1
GLO,1052,0,N,B38M,186,SBSP,SBRF,1
GLO,1070,0,N,B38M,186,SBGR,SBGL,0
GLO,1100,0,N,B737,138,SBSP,SBCT,0
GLO,1102,0,N,B737,138,SBSP,SBCT,0
GLO,1104,0,N,B737,138,SBSP,SBCT,0
GLO,1106,0,N,B738,186,SBSP,SBNF,0
GLO,1112,0,N,B38M,186,SBGR,SBMG,1
GLO,1114,0,N,B38M,186,SBSP,SBCT,1
GLO,1116,0,N,B738,186,SBSP,SBCT,1
GLO,1118,0,N,B738,186,SBGR,SBCT,1
GLO,1120,0,N,B738,186,SBSP,SBFL,1
GLO,1126,0,N,B737,138,SBSP,SBCT,1
GLO,1128,0,N,B738,186,SBGR,SBCT,0
GLO,1130,0,N,B738,186,SBSP,SBJP,1
GLO,1134,0,N,B738,186,SBSP,SBDN,1
GLO,1143,0,N,B738,186,SBDN,SBSP,1
GLO,1146,0,N,B38M,186,SBGR,SBJE,1
GLO,1148,0,N,B738,186,SBGR,SBCT,1
GLO,1170,0,N,B38M,186,SBGR,SBFI,0
GLO,1172,0,N,B38M,186,SBGR,SBFI,0
GLO,1173,0,N,B738,186,SBKP,SBBR,1
GLO,1184,0,N,B738,186,SBSP,SBCF,0
GLO,1200,0,N,B738,186,SBSP,SBFL,0
GLO,1202,0,N,B738,186,SBSP,SBFL,1
GLO,1204,0,N,B738,186,SBSP,SBFL,1
GLO,1206,0,N,B738,186,SBSP,SBPS,1
GLO,1208,0,N,B738,186,SBSP,SBFL,1
GLO,1210,0,N,B738,186,SBSP,SBFI,0
GLO,1212,0,N,B38M,186,SBSP,SBPA,0
GLO,1214,0,N,B737,138,SBSP,SBPA,0
GLO,1216,0,N,B738,186,SBSP,SBPA,1
GLO,1222,0,N,B737,138,SBSP,SBPA,1
GLO,1228,0,N,B38M,186,SBSP,SBCG,1
GLO,1230,0,N,B38M,186,SBSP,SBCH,1
GLO,1236,0,N,B38M,186,SBGR,SBPA,0
GLO,1238,0,N,B738,186,SBSP,SBFL,1
GLO,1240,0,N,B738,186,SBSP,SBFL,1
GLO,1242,0,N,B738,186,SBSP,SBPA,1
GLO,1244,0,N,B738,186,SBSP,SBFL,1
GLO,1248,0,N,B738,186,SBSP,SBPA,1
GLO,1250,0,N,B38M,186,SBGR,SBFL,0
GLO,1252,0,N,B38M,186,SBGR,SBFL,1
GLO,1262,0,N,B738,186,SBGR,SBPA,1
GLO,1266,0,N,B38M,186,SBGR,SBNF,0
GLO,1268,0,N,B38M,186,SBGR,SBNF,0
GLO,1270,0,N,B38M,186,SBGR,SBPA,1
GLO,1274,0,N,B738,186,SBSP,SBNF,1
GLO,1278,0,N,B738,186,SBSP,SBNF,0
GLO,1280,0,N,B738,186,SBSP,SBNF,0
GLO,1284,0,N,B38M,186,SBSP,SBNF,1
GLO,1288,0,N,B738,186,SBGR,SBFL,1
GLO,1290,0,N,B38M,186,SBSP,SBFZ,1
GLO,1300,0,N,B737,138,SBSP,SBCF,0
GLO,1304,0,N,B38M,186,SBSP,SBCF,0
GLO,1312,0,N,B738,186,SBSP,SBMO,1
GLO,1314,0,N,B738,186,SBGR,SBCA,1
GLO,1320,0,N,B738,186,SBGR,SBCF,1
GLO,1324,0,N,B38M,186,SBGR,SBCF,1
GLO,1329,4,N,B738,186,SBKP,SBSP,0
GLO,1332,0,N,B738,186,SBSP,SBVT,0
GLO,1334,0,N,B737,138,SBSP,SBCF,0
GLO,1340,0,N,B38M,186,SBSP,SBUL,1
GLO,1344,0,N,B738,186,SBSP,SBCX,1
GLO,1346,0,N,B38M,186,SBSP,SBCF,1
GLO,1348,0,N,B738,186,SBGR,SBCG,1
GLO,1350,0,N,B38M,186,SBSP,SBCF,1
GLO,1360,0,N,B737,138,SBSP,SBSR,1
GLO,1361,0,N,B737,138,SBSR,SBSP,1
GLO,1362,0,N,B737,138,SBSP,SBCF,0
GLO,1366,0,N,B737,138,SBSP,SBRP,1
GLO,1367,0,N,B737,138,SBRP,SBSP,0
GLO,1370,0,N,B738,186,SBSP,SBSG,0
